"","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Bladder Urothelial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",38,790,"Bladder Urothelial Carcinoma","OtherCancerType",0.905830456463368,0.483774035998018
"2","Brain Lower Grade Glioma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",52,776,"Brain Lower Grade Glioma","OtherCancerType",0.921264367816092,0.38614640428956
"3","Colon Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",62,766,"Colon Adenocarcinoma","OtherCancerType",0.912421154779233,0.562101039931233
"4","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",78,750,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.856425120772947,0.337882354354744
"5","Lung Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",63,765,"Lung Adenocarcinoma","OtherCancerType",0.934376516254246,0.793233909467945
"6","Prostate Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",104,724,"Prostate Adenocarcinoma","OtherCancerType",0.942916604727219,0.640641538431456
"7","Rectum Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",34,794,"Rectum Adenocarcinoma","OtherCancerType",0.94327731092437,0.560931693828818
"8","Skin Cutaneous Melanoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",118,710,"Skin Cutaneous Melanoma","OtherCancerType",0.887055667337358,0.586448527565402
"9","Stomach Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",78,750,"Stomach Adenocarcinoma","OtherCancerType",0.933526570048309,0.555528693045357
"10","Thyroid Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",69,759,"Thyroid Carcinoma","OtherCancerType",0.9715859030837,0.749208702572454
"11","Uterine Corpus Endometrial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",107,721,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.890480324074074,0.629750939286517
"12","Bladder Urothelial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",38,790,"Bladder Urothelial Carcinoma","OtherCancerType",0.905830456463368,0.483774035998018
"13","Brain Lower Grade Glioma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",52,776,"Brain Lower Grade Glioma","OtherCancerType",0.921264367816092,0.38614640428956
"14","Colon Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS",62,766,"Colon Adenocarcinoma","OtherCancerType",0.912421154779233,0.562101039931233
