"","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.936559139784946,0.565353903688598
"2","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",82,576,"Breast Invasive Carcinoma","OtherCancerType",0.999273255813954,0.995282459002144
"3","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",64,594,"Colon Adenocarcinoma","OtherCancerType",0.959491425192194,0.660851694338556
"4","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",30,628,"Esophageal Carcinoma","OtherCancerType",0.985815602836879,0.636722259581163
"5","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",31,627,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.933806146572104,0.359759600908111
"6","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",21,637,"Liver Hepatocellular Carcinoma","OtherCancerType",0.966841186736475,0.42694013238172
"7","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",66,592,"Lung Adenocarcinoma","OtherCancerType",0.960749330954505,0.841255251981871
"8","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",33,625,"Rectum Adenocarcinoma","OtherCancerType",0.953654188948307,0.541056450235161
"9","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.917662337662338,0.623975568089295
"10","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.955351862803075,0.763869565463469
"11","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",89,569,"Thyroid Carcinoma","OtherCancerType",0.906108597285068,0.568654888857815
"12","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",21,637,"Uveal Melanoma","OtherCancerType",0.990401396160558,0.812615218633583
"13","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.936559139784946,0.565353903688598
"14","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",82,576,"Breast Invasive Carcinoma","OtherCancerType",0.999273255813954,0.995282459002144
"15","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",25,447,"Breast Invasive Carcinoma","OtherCancerType",0.987206823027719,0.698879854828352
"16","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",28,444,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.974624060150376,0.512895550450445
"17","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",34,438,"Colon Adenocarcinoma","OtherCancerType",0.862595419847328,0.336712141358941
"18","Glioblastoma Multiforme","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",32,440,"Glioblastoma Multiforme","OtherCancerType",0.982323232323232,0.92089637942341
"19","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",23,449,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.978855721393035,0.68184847084104
"20","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",21,637,"Liver Hepatocellular Carcinoma","OtherCancerType",0.966841186736475,0.42694013238172
"21","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",66,592,"Lung Adenocarcinoma","OtherCancerType",0.960749330954505,0.841255251981871
"22","Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",25,447,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.96908315565032,0.426020905401789
"23","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",33,625,"Rectum Adenocarcinoma","OtherCancerType",0.953654188948307,0.541056450235161
"24","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.917662337662338,0.623975568089295
"25","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.955351862803075,0.763869565463469
"26","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",21,451,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.816049382716049,0.317967513851879
"27","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",99,373,"Prostate Adenocarcinoma","OtherCancerType",0.953401677539609,0.863727573265164
"28","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",20,452,"Rectum Adenocarcinoma","OtherCancerType",0.861728395061728,0.139671003608766
"29","Sarcoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",23,449,"Sarcoma","OtherCancerType",1,1
"30","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",24,448,"Stomach Adenocarcinoma","OtherCancerType",0.797441364605544,0.314595566668649
"31","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",51,421,"Thyroid Carcinoma","OtherCancerType",0.967724867724868,0.710426980898998
"32","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.936559139784946,0.565353903688598
"33","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",82,576,"Breast Invasive Carcinoma","OtherCancerType",0.999273255813954,0.995282459002144
"34","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",25,447,"Breast Invasive Carcinoma","OtherCancerType",0.987206823027719,0.698879854828352
"35","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutFoundation","metaDataFinalNonzeroQC_noMutFoundation",23,258,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.971861471861472,0.638142230033995
"36","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutFoundation","metaDataFinalNonzeroQC_noMutFoundation",29,252,"Colon Adenocarcinoma","OtherCancerType",0.915,0.72166426722928
"37","Glioblastoma Multiforme","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",32,440,"Glioblastoma Multiforme","OtherCancerType",0.982323232323232,0.92089637942341
"38","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",23,449,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.978855721393035,0.68184847084104
"39","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",21,637,"Liver Hepatocellular Carcinoma","OtherCancerType",0.966841186736475,0.42694013238172
"40","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",66,592,"Lung Adenocarcinoma","OtherCancerType",0.960749330954505,0.841255251981871
"41","Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutFoundation","metaDataFinalNonzeroQC_noMutFoundation",24,257,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.936920222634508,0.561418764993549
"42","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",33,625,"Rectum Adenocarcinoma","OtherCancerType",0.953654188948307,0.541056450235161
"43","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.917662337662338,0.623975568089295
"44","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_BDN_EarlyStage","metaDataFinalNonzeroQCPath_BDN_EarlyStage",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.955351862803075,0.763869565463469
"45","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutGuardant","metaDataFinalNonzeroQC_noMutGuardant",21,451,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.816049382716049,0.317967513851879
"46","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt_noMutFoundation","metaDataFinalNonzeroQC_noMutFoundation",57,224,"Prostate Adenocarcinoma","OtherCancerType",0.956101843722564,0.915223371881692
