"","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Bladder Urothelial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",38,790,"Bladder Urothelial Carcinoma","OtherCancerType",0.58457997698504,0.139178113371892
"2","Brain Lower Grade Glioma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",52,776,"Brain Lower Grade Glioma","OtherCancerType",0.678448275862069,0.0911734360536382
"3","Colon Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",62,766,"Colon Adenocarcinoma","OtherCancerType",0.394711305191655,0.0565184529828174
"4","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",78,750,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.451014492753623,0.0809498508723789
"5","Lung Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",63,765,"Lung Adenocarcinoma","OtherCancerType",0.412906356137797,0.0565460280318337
"6","Prostate Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",104,724,"Prostate Adenocarcinoma","OtherCancerType",0.576334175709826,0.150420232265738
"7","Rectum Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",34,794,"Rectum Adenocarcinoma","OtherCancerType",0.28109243697479,0.0255694960330501
"8","Skin Cutaneous Melanoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",118,710,"Skin Cutaneous Melanoma","OtherCancerType",0.466666666666667,0.120199627532072
"9","Stomach Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",78,750,"Stomach Adenocarcinoma","OtherCancerType",0.482898550724638,0.0961981283832987
"10","Thyroid Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",69,759,"Thyroid Carcinoma","OtherCancerType",0.52511013215859,0.0830222918623565
"11","Uterine Corpus Endometrial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",107,721,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.420572916666667,0.10191617668466
"12","Bladder Urothelial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",38,790,"Bladder Urothelial Carcinoma","OtherCancerType",0.58457997698504,0.139178113371892
"13","Brain Lower Grade Glioma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",52,776,"Brain Lower Grade Glioma","OtherCancerType",0.678448275862069,0.0911734360536382
"14","Colon Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",62,766,"Colon Adenocarcinoma","OtherCancerType",0.394711305191655,0.0565184529828174
"15","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",78,750,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.451014492753623,0.0809498508723789
"16","Lung Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",57,111,"SolidTissueNormal","PrimaryTumor",0.579322638146168,0.774931446601779
"17","Prostate Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",104,724,"Prostate Adenocarcinoma","OtherCancerType",0.576334175709826,0.150420232265738
"18","Rectum Adenocarcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",34,794,"Rectum Adenocarcinoma","OtherCancerType",0.28109243697479,0.0255694960330501
"19","Skin Cutaneous Melanoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",118,710,"Skin Cutaneous Melanoma","OtherCancerType",0.466666666666667,0.120199627532072
"20","Stomach Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",36,117,"SolidTissueNormal","PrimaryTumor",0.48,0.798972379596778
"21","Thyroid Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",69,759,"Thyroid Carcinoma","OtherCancerType",0.52511013215859,0.0830222918623565
"22","Uterine Corpus Endometrial Carcinoma","Blood Derived Normal","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",107,721,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.420572916666667,0.10191617668466
"23","Bladder Urothelial Carcinoma","Primary Tumor","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",51,818,"Bladder Urothelial Carcinoma","OtherCancerType",0.72734693877551,0.125401247136801
"24","Brain Lower Grade Glioma","Primary Tumor","countsVbFinalNonzeroQCBinsWIS_HiSeq_HMS","metaDataFinalNonzeroQC_HiSeq_HMS_scrambled",52,817,"Brain Lower Grade Glioma","OtherCancerType",0.441632653061225,0.0518060165110826
