"","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"1","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",124,1719,"Bladder Urothelial Carcinoma","OtherCancerType",0.968932038834951,0.733923277189652
"2","Brain Lower Grade Glioma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",91,1752,"Brain Lower Grade Glioma","OtherCancerType",0.968677248677249,0.638982957559619
"3","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",107,1736,"Breast Invasive Carcinoma","OtherCancerType",0.988401442307692,0.764565352592788
"4","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",70,1773,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.91731683257107,0.497125754634791
"5","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",109,1734,"Colon Adenocarcinoma","OtherCancerType",0.965024038461539,0.491534080991582
"6","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",48,1795,"Esophageal Carcinoma","OtherCancerType",0.990706319702602,0.636095441404435
"7","Glioblastoma Multiforme","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",70,1773,"Glioblastoma Multiforme","OtherCancerType",0.984754730517442,0.804109362102086
"8","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",142,1701,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.891643323996265,0.600442263216714
"9","Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",34,1809,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.988745387453875,0.582299563071711
"10","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",32,1811,"Liver Hepatocellular Carcinoma","OtherCancerType",0.986290157560876,0.693575367755976
"11","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",91,1752,"Lung Adenocarcinoma","OtherCancerType",0.984409171075838,0.911835767769642
"12","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",55,1788,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.890391791044776,0.496120907277439
"13","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",121,1722,"Prostate Adenocarcinoma","OtherCancerType",0.975452196382429,0.642446997041576
"14","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",58,1785,"Rectum Adenocarcinoma","OtherCancerType",0.935459043430456,0.457855993036046
"15","Sarcoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",36,1807,"Sarcoma","OtherCancerType",0.997416974169742,0.851828030169032
"16","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",158,1685,"Skin Cutaneous Melanoma","OtherCancerType",0.950368653886665,0.650140118793739
"17","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",115,1728,"Stomach Adenocarcinoma","OtherCancerType",0.911253690665455,0.47054573265395
"18","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",137,1706,"Thyroid Carcinoma","OtherCancerType",0.943391723545415,0.685367978362582
"19","Uterine Corpus Endometrial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",155,1688,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.960860972675717,0.75264266879822
"20","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",51,1792,"Uveal Melanoma","OtherCancerType",0.992675356921167,0.843361180587614
"21","Bladder Urothelial Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",29,140,"SolidTissueNormal","PrimaryTumor",0.389880952380952,0.824268732878779
"22","Brain Lower Grade Glioma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",91,1752,"Brain Lower Grade Glioma","OtherCancerType",0.968677248677249,0.638982957559619
"23","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",107,1736,"Breast Invasive Carcinoma","OtherCancerType",0.988401442307692,0.764565352592788
"24","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",70,1773,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.91731683257107,0.497125754634791
"25","Colon Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",25,131,"SolidTissueNormal","PrimaryTumor",0.655677655677656,0.883328865291972
"26","Esophageal Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",24,69,"SolidTissueNormal","PrimaryTumor",0.864285714285714,0.91286033999267
"27","Glioblastoma Multiforme","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",70,1773,"Glioblastoma Multiforme","OtherCancerType",0.984754730517442,0.804109362102086
"28","Head and Neck Squamous Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",24,167,"SolidTissueNormal","PrimaryTumor",0.957142857142857,0.994144935487961
"29","Kidney Chromophobe","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",41,50,"SolidTissueNormal","PrimaryTumor",0.855555555555556,0.890146607153487
"30","Kidney Renal Clear Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",38,43,"SolidTissueNormal","PrimaryTumor",0.727272727272727,0.713052473569718
"31","Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",34,1809,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.988745387453875,0.582299563071711
"32","Liver Hepatocellular Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",22,54,"SolidTissueNormal","PrimaryTumor",0.989583333333333,0.996210961136473
"33","Lung Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",75,158,"SolidTissueNormal","PrimaryTumor",0.649903288201161,0.767928438969708
"34","Lung Squamous Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",31,49,"SolidTissueNormal","PrimaryTumor",0.626984126984127,0.681754031645708
"35","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",55,1788,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.890391791044776,0.496120907277439
"36","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",121,1722,"Prostate Adenocarcinoma","OtherCancerType",0.975452196382429,0.642446997041576
"37","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",58,1785,"Rectum Adenocarcinoma","OtherCancerType",0.935459043430456,0.457855993036046
"38","Sarcoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",36,1807,"Sarcoma","OtherCancerType",0.997416974169742,0.851828030169032
"39","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",158,1685,"Skin Cutaneous Melanoma","OtherCancerType",0.950368653886665,0.650140118793739
"40","Stomach Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt","metaDataFinalNonzeroQC_WGS",43,160,"SolidTissueNormal","PrimaryTumor",0.810763888888889,0.94856187422849
